deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days,customer_company,customer_contact,customer_email,customer_phone,customer_email_status,salesperson_name,salesperson_email,salesperson_role,salesperson_email_status,activity_count,last_activity_date,act_call,act_email,act_follow_up,act_meeting,act_note,act_unknown,email_count,last_email_date,positive_emails,negative_emails,engagement_score
D0095,C0086,U003,5063.44,Proposal Sent,won,2025-11-06,,False,,Roach Group,Rita Ponce Dvm,rita.ponce.dvm@hotmail.com,(518)484-4225x831,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,0,5
D0096,C0421,U010,8766.79,Proposal Sent,lost,,,False,,Smith Llc,Alisha Byrd,alisha.byrd@yahoo.com,+1-315-334-7355x2896,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,2026-05-10,1.0,1.0,1.0,0.0,0.0,0.0,1,,1,0,7
D0097,C0398,U012,36105.94,Closed Lost,lost,2026-03-09,2026-03-26,False,17.0,Harrington-Alvarez,Lisa Gill,lisa.gill@hotmail.com,+1-777-272-5199x6636,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,2026-07-26,0.0,1.0,1.0,0.0,0.0,1.0,4,2026-06-04,2,1,10
D0098,C0395,U002,74991.34,Negotiation,closed,,,False,,"Hansen, Maxwell And Wiggins",Mallory Barajas,mallory.barajas@hotmail.com,962.928.2772x8813,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,1,2026-04-05,0,1,1
D0099,C0238,U001,13511.7,Qualified,won,2026-05-02,,False,,Vaughn Inc,David Combs,david.combs@gmail.com,,valid,Allison Hill,allison.hillgmail.com,manager,malformed,3,,0.0,1.0,0.0,0.0,1.0,1.0,0,,0,0,6
D0100,C0349,U004,78389.72,Prospecting,,,,False,,Dixon-Hernandez,Bryan Burns,bryan.burns@gmail.com,+1-620-310-1702x6952,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,0,,,,,,,,0,,0,0,0
D0101,C0153,U005,73162.6,Proposal Sent,,2026-02-18,,False,,"Watson, Shaw And Winters",Robert Jarvis,robert.jarvis@yahoo.com,774-545-1870,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,2025-11-16,0.0,0.0,1.0,0.0,1.0,0.0,0,,0,0,4
D0102,C0376,U008,52015.76,Negotiation,won,,2026-06-11,False,,Wade-Collier,Katherine Mcclure,katherine.mcclure@yahoo.com,,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0103,C0437,U006,67589.45,Prospecting,closed,,,False,,Kelley And Sons,Jessica Ruiz,,322-209-1241x862,missing,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,2026-01-17,1.0,0.0,0.0,0.0,0.0,1.0,3,2026-06-02,2,1,7
D0104,C0429,U009,17595.75,Prospecting,open,2026-03-05,,False,,Farrell-Johnson,Shane Torres,shane.torres@hotmail.com,6757536668,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0105,C0025,U006,70262.78,Proposal Sent,won,2026-04-10,,False,,Brown-Wall,Randy Shah,randy.shah@gmail.com,001-596-670-5466x88937,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,0,,,,,,,,3,,0,0,3
D0106,C0188,U008,50504.5,Closed Lost,open,,,False,,Colon Llc,Joy Meyer,joy.meyer@hotmail.com,262-457-5326x03323,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,0,,,,,,,,1,,1,0,1
D0107,C0143,U001,72794.08,Closed Won,open,2026-04-04,,False,,Smith-Rubio,Michael Anderson,michael.anderson@COMPANY.COM,+1-542-841-5415x2064,placeholder,Allison Hill,allison.hillgmail.com,manager,malformed,2,,1.0,0.0,0.0,0.0,0.0,1.0,2,2026-05-24,2,0,6
D0108,C0135,U011,3174.37,Closed Won,closed,2026-06-17,,False,,Bruce-Williamson,Michele Evans,michele.evansgmail.com,+1-891-825-1341x252,malformed,Monica Herrera,monica.herreragmail.com,rep,malformed,3,2026-06-03,1.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,6
D0109,C0066,U011,20184.8,Qualified,open,,,False,,Morse-Atkins,Laura Mckinney,laura.mckinney@yahoo.com,816-805-2975x1613,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,3,2025-12-02,1.0,0.0,2.0,0.0,0.0,0.0,2,2025-12-19,1,1,8
D0110,C0190,U014,19720.46,Closed Won,,,,False,,"Hernandez, Neal And Mccoy",Matthew Bates,matthew.bates@yahoo.com,+1-592-561-8914x117,valid,Michele Williams,michele.williams@gmail.com,rep,valid,5,2026-05-26,1.0,2.0,0.0,1.0,1.0,0.0,0,,0,0,10
D0111,C0004,U009,,Closed Won,closed,2026-01-06,,False,,"Le, Maldonado And Herrera",Martin Rodriguez,martin.rodriguez@yahoo.com,(570)448-2814,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,1,2026-09-03,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0112,C0139,U011,56285.99,Negotiation,won,2026-06-24,,False,,Gonzales Inc,Cynthia Cochran,cynthia.cochran@hotmail.com,001-659-462-9233x095,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,2026-04-04,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0113,C0029,U013,13184.11,Closed Won,lost,,,False,,"Johnson, Collins And Byrd",Jennifer Espinoza,jennifer.espinoza@gmail.com,001-831-749-1905,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,3,2026-07-04,1.0,0.0,2.0,0.0,0.0,0.0,3,2026-05-04,1,2,9
D0114,C0205,U007,62167.0,Prospecting,won,,,False,,Pruitt Ltd,Holly Chapman,holly.chapman@hotmail.com,+1-233-847-2122x816,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2026-05-04,0.0,0.0,2.0,0.0,0.0,0.0,2,,2,0,6
D0115,C0255,U005,16624.84,Qualified,closed,,,False,,"Hanson, Garza And Williams",Mitchell Smith,mitchell.smith@gmail.com,+1-271-370-5865x0948,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,2026-05-04,0.0,0.0,0.0,1.0,0.0,1.0,2,,0,1,6
D0116,C0282,U013,8956.54,Qualified,lost,,,False,,Fox-Carney,Carl Hart,carl.hart@hotmail.com,001-577-829-3430x1071,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,2026-07-30,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0117,C0188,U005,72576.36,Negotiation,,,,False,,Colon Llc,Joy Meyer,joy.meyer@hotmail.com,262-457-5326x03323,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,2025-12-18,1.0,0.0,0.0,1.0,0.0,0.0,4,2026-04-03,1,1,8
D0118,C0313,U002,11504.63,Closed Lost,won,2026-12-05,,False,,Johnson Inc,Nathan Sullivan,nathan.sullivan@gmail.com,+1-287-582-9310x2707,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,1,,0,0,1
D0119,C0431,U003,35667.52,Qualified,won,,,False,,"Hayden, Fowler And Torres",Michael Thompson,michael.thompson@hotmail.com,+1-370-923-1643x348,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2026-03-04,1.0,1.0,1.0,0.0,0.0,0.0,1,,1,0,7
D0120,C0394,U002,83884.47,Closed Lost,lost,,,False,,"Mclaughlin, Garcia And Black",Richard Gibson,richard.gibson@gmail.com,001-766-811-0627x371,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,2025-11-16,1.0,0.0,0.0,0.0,0.0,0.0,2,2026-07-07,0,1,4
D0121,C0385,U013,42379.69,Qualified,open,,,False,,Whitaker-Nunez,Rebecca Marsh,rebecca.marshgmail.com,(493)941-7223,malformed,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,2026-04-03,0.0,0.0,1.0,0.0,0.0,1.0,1,2025-02-12,1,0,5
D0122,C0216,U007,33506.92,Closed Won,,,,False,,"Riley, Hammond And Lewis",Dean Shannon,dean.shannongmail.com,+1-972-356-3942,malformed,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,3,2026-05-07,2.0,0.0,0.0,1.0,0.0,0.0,3,2025-12-11,0,1,9
D0123,C0449,U006,58008.47,Closed Lost,won,,,False,,Burns-Davidson,Jennifer Williams,jennifer.williams@gmail.com,(592)536-4587x5066,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,3,,2.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,6
D0124,C0194,U009,6951.47,Negotiation,open,,,False,,"Barber, Jarvis And Richard",Thomas Webb,thomas.webb@hotmail.com,+1-272-396-5902x77167,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,2026-01-30,0.0,0.0,2.0,1.0,0.0,0.0,1,,0,1,7
D0125,C0301,U009,84621.95,Negotiation,lost,,,False,,Nichols-Smith,Taylor Berry,taylor.berry@yahoo.com,(254)642-0949x40792,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,,2.0,1.0,1.0,0.0,0.0,0.0,0,,0,0,8
D0126,C0410,U007,62218.6,Prospecting,won,,,False,,"Lee, Rodgers And Chambers",Casey Chapman,casey.chapmangmail.com,001-912-249-3843x0894,malformed,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,3,,0.0,0.0,0.0,2.0,1.0,0.0,0,,0,0,6
D0127,C0185,U012,22858.4,Prospecting,lost,,,False,,Delacruz Plc,Lisa Kennedy,lisa.kennedy@gmail.com,416.784.6022x35697,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0128,C0330,U014,59094.1,Prospecting,open,,,False,,Lane-Rios,Katelyn Wade,katelyn.wade@hotmail.com,+1-577-949-2424,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,2026-03-26,0.0,0.0,0.0,0.0,2.0,0.0,1,,1,0,5
D0129,C0355,U003,26643.22,Proposal Sent,open,,,False,,"Cain, Contreras And Jackson",Wayne Harris,wayne.harris@hotmail.com,583-344-0496,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-03-24,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,0,5
D0130,C0354,U003,44217.33,Closed Won,open,2026-06-01,,False,,Murray Group,Stephanie Adams,stephanie.adams@hotmail.com,790.956.9659x1713,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,4,,2.0,1.0,0.0,0.0,0.0,1.0,2,2026-06-27,1,0,10
D0131,C0307,U004,82755.5,Proposal Sent,closed,2026-05-10,,False,,Johnson Inc,Kristopher Shannon,kristopher.shannon@gmail.com,+1-611-919-2692x124,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,4,2026-06-01,1.0,3.0,0.0,0.0,0.0,0.0,2,2026-09-04,1,1,10
D0132,C0250,U004,1728.62,Closed Lost,lost,,,False,,"Wilson, Mccormick And Smith",Richard Alvarez,richard.alvarez@hotmail.com,(251)232-7195,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,2026-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0133,C0046,U013,61917.56,Closed Lost,open,2025-11-08,,False,,"Higgins, Malone And Brennan",Barry Welch,barry.welch@yahoo.com,216.711.7240,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,,1.0,1.0,0.0,0.0,0.0,0.0,4,2026-02-01,3,1,8
D0134,C0149,U005,69400.4,Closed Lost,open,,,False,,Herrera Group,Pamela Santos,pamela.santos@hotmail.com,946-230-3161,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,,0,1,3
D0135,C0215,U012,72579.03,Prospecting,open,,,False,,Taylor-Quinn,Julie Howard,julie.howard@yahoo.com,281.229.1428x3411,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,0,3
D0136,C0327,U003,,Negotiation,lost,,,False,,"Wilson, Mendoza And Crosby",Tina Clark,tina.clark@hotmail.com,001-335-954-8640x15577,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,1.0,0.0,0.0,0.0,1.0,0.0,1,2026-07-13,1,0,5
D0137,C0057,U007,71281.65,Closed Won,,2026-01-07,,False,,Harmon Plc,Arthur West,arthur.west@yahoo.com,891.878.3908x47007,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,,0.0,0.0,1.0,0.0,1.0,0.0,2,,0,1,6
D0138,C0056,U003,10160.04,Prospecting,open,,,False,,Huerta Plc,Christopher Guerrero,christopher.guerrero@COMPANY.COM,6202539502,placeholder,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-04-05,0.0,1.0,1.0,0.0,0.0,0.0,1,2026-04-01,0,1,5
D0139,C0090,U010,3906.16,Closed Won,lost,2026-02-22,,False,,"David, Moore And Hopkins",Lisa Kirby,lisa.kirby@hotmail.com,,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,1,2025-11-12,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0140,C0056,U007,23344.67,Closed Lost,open,,2026-06-17,False,,Huerta Plc,Christopher Guerrero,christopher.guerrero@COMPANY.COM,6202539502,placeholder,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,,0.0,1.0,0.0,0.0,0.0,1.0,0,,0,0,4
D0141,C0366,U010,45179.12,Proposal Sent,lost,2026-06-20,,False,,White-Walter,Stacey Walker,stacey.walker@gmail.com,+1-893-817-3420,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,,0.0,0.0,1.0,2.0,0.0,0.0,0,,0,0,6
D0142,C0074,U014,2472.35,,open,,,False,,Martin Ltd,Rhonda Martin,rhonda.martin@yahoo.com,5656379473,valid,Michele Williams,michele.williams@gmail.com,rep,valid,3,,0.0,1.0,0.0,0.0,0.0,2.0,1,,0,1,7
D0143,C0438,U003,28272.92,Prospecting,,,,False,,"Nelson, Alexander And Thompson",Stephanie Patel,stephanie.patel@yahoo.com,001-508-516-4709x006,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,1.0,0.0,0.0,1.0,0.0,0.0,2,2025-11-13,1,0,6
D0144,C0325,U007,39834.4,Closed Won,won,,,False,,Ford-Taylor,Cathy Savage,cathy.savage@hotmail.com,,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,3,2026-05-18,0.0,1.0,0.0,1.0,1.0,0.0,0,,0,0,6
D0145,C0250,U012,35187.21,Prospecting,open,2025-12-12,,False,,"Wilson, Mccormick And Smith",Richard Alvarez,richard.alvarez@hotmail.com,(251)232-7195,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,2025-11-01,0.0,1.0,0.0,1.0,1.0,0.0,2,2026-03-03,0,1,8
D0146,C0312,U011,48454.77,Negotiation,closed,,,False,,"Price, Rodriguez And Barker",Dr. Jeffrey Lopez,dr.jeffrey.lopez@gmail.com,909.937.6184,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,4,2026-03-19,2.0,0.0,1.0,0.0,0.0,1.0,0,,0,0,8
D0147,C0027,U014,29219.71,Proposal Sent,,,,False,,Green Llc,Gabriel Juarez,gabriel.juarez@yahoo.com,264-517-0805x310,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,,2.0,0.0,2.0,0.0,0.0,0.0,0,,0,0,8
D0148,C0057,U002,30003.32,Proposal Sent,open,,,False,,Harmon Plc,Arthur West,arthur.west@yahoo.com,891.878.3908x47007,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,3,2026-11-05,0.0,1.0,0.0,1.0,0.0,1.0,2,2025-12-05,0,1,8
D0149,C0189,U012,76389.24,Prospecting,open,,,False,,Richardson Ltd,Jaime Bowman,jaime.bowman@hotmail.com,+1-609-901-0016x761,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,0,3
D0150,C0308,U004,79173.06,Proposal Sent,open,2025-11-07,,False,,"Mayer, Fowler And Livingston",Jeffery Berger,jeffery.berger@yahoo.com,921-340-6650x442,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0151,C0054,U013,78873.32,Closed Won,open,,,False,,"Garcia, Burns And Russell",Amanda Wood,amanda.wood@yahoo.com,,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,4,,0.0,0.0,0.0,1.0,2.0,1.0,1,2025-11-24,1,0,9
D0152,C0297,U009,1862.19,Qualified,,,,False,,Callahan Inc,Michael Long,,866-466-8327x23865,missing,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,2026-07-19,0.0,0.0,1.0,2.0,0.0,1.0,0,,0,0,8
D0153,C0243,U009,62496.3,Qualified,open,,,False,,"Ryan, Garza And Bryant",Sherry Graham,sherry.graham@hotmail.com,+1-484-657-8317x4564,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,2026-07-05,0.0,1.0,0.0,0.0,1.0,0.0,2,2026-03-01,2,0,6
D0154,C0162,U009,77978.51,Closed Won,lost,,,False,,White-Flores,Steven Osborne,steven.osborne@gmail.com,,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,2026-10-01,1.0,0.0,1.0,0.0,0.0,0.0,5,2026-02-03,1,1,9
D0155,C0407,U003,59951.19,Qualified,lost,,2026-07-13,False,,Stevens Plc,Thomas Anderson,thomas.anderson@gmail.com,+1-270-902-6876x811,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,0.0,0.0,2.0,0.0,0.0,0.0,3,,0,2,7
D0156,C0319,U004,61151.11,Proposal Sent,won,2026-04-11,,False,,Moore Inc,Jackson Clark,jackson.clark@yahoo.com,597-901-0822x07811,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,2025-09-12,1.0,0.0,0.0,0.0,0.0,0.0,1,,0,0,3
D0157,C0253,U009,65024.71,Negotiation,open,,,False,,Parsons Plc,Cody Smith,cody.smith@COMPANY.COM,(693)751-8638x782,placeholder,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-06-16,0,0,3
D0158,C0450,U014,68993.45,,won,,,False,,Johnson-Li,Megan Terry,megan.terry@hotmail.com,(449)272-4399,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,0.0,1.0,0.0,0.0,1.0,0.0,4,2026-01-04,1,3,8
D0159,C0100,U005,22421.84,Qualified,won,,2026-07-10,False,,Castro-Michael,Donna Berry,donna.berry@hotmail.com,(565)624-0415x7473,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0160,C0016,U006,73980.95,Closed Lost,open,,2026-09-02,False,,"Garcia, Deleon And Henson",Marc Moore,marc.moore@gmail.com,(426)302-5634,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,,0.0,1.0,1.0,0.0,0.0,0.0,1,2026-02-07,1,0,5
D0161,C0397,U013,78861.48,Negotiation,open,,,False,,Turner-Tucker,Brenda Lawrence,brenda.lawrence@gmail.com,643-927-0185x1067,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,2026-12-02,0.0,0.0,1.0,0.0,0.0,0.0,2,,0,2,4
D0162,C0027,U001,74048.97,Proposal Sent,won,2026-02-28,,False,,Green Llc,Gabriel Juarez,gabriel.juarez@yahoo.com,264-517-0805x310,valid,Allison Hill,allison.hillgmail.com,manager,malformed,0,,,,,,,,1,2026-01-04,1,0,1
D0163,C0382,U010,26064.0,,won,2026-05-13,2026-06-09,False,27.0,Martin And Sons,,jill.washington@gmail.com,893.934.9605x016,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,4,2025-05-12,2.0,1.0,0.0,0.0,0.0,1.0,0,,0,0,8
D0164,C0060,U007,47975.98,Prospecting,lost,,,False,,Reynolds Ltd,Robin Hawkins,robin.hawkins@COMPANY.COM,001-688-651-6560,placeholder,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,,0.0,2.0,0.0,0.0,0.0,0.0,1,,1,0,5
D0165,C0234,U012,14334.23,Qualified,open,,,False,,"Kelly, Maxwell And Wilson",Tyler Vasquez,tyler.vasquez@gmail.com,001-880-575-9579x47284,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,,1.0,1.0,1.0,0.0,0.0,0.0,0,,0,0,6
D0166,C0311,U014,67457.33,Negotiation,,,,False,,"Nichols, Frey And Cook",Anthony Shea,anthony.sheagmail.com,,malformed,Michele Williams,michele.williams@gmail.com,rep,valid,4,,0.0,1.0,2.0,0.0,1.0,0.0,2,2026-07-02,1,1,10
D0167,C0265,U004,7192.74,Qualified,closed,,,False,,Smith-Benson,Jerry Johnson,jerry.johnson@gmail.com,,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,5,,2.0,1.0,1.0,1.0,0.0,0.0,0,,0,0,10
D0168,C0176,U004,31627.0,Proposal Sent,lost,,2025-12-31,False,,Jackson Group,Lee Steele,lee.steele@gmail.com,(353)507-4505x4447,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,2,2025-12-02,0.0,1.0,0.0,0.0,1.0,0.0,0,,0,0,4
D0169,C0415,U013,57356.36,Prospecting,open,,,False,,"Williams, Horn And Morales",Jennifer Hancock,jennifer.hancock@hotmail.com,+1-707-567-6991x507,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,3,2026-03-06,0.0,0.0,0.0,2.0,0.0,1.0,1,,0,0,7
D0170,C0122,U001,33720.64,Negotiation,lost,,,False,,"Elliott, Johnson And Mcfarland",Tyrone Matthews,tyrone.matthews@COMPANY.COM,001-761-242-9396x85621,placeholder,Allison Hill,allison.hillgmail.com,manager,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,0,3
D0171,C0259,U013,,Closed Lost,,,,False,,Foley Inc,Terri Short,terri.short@hotmail.com,589.592.1075x22459,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,2025-03-12,0.0,0.0,2.0,0.0,0.0,0.0,0,,0,0,4
D0172,C0048,U003,2112.1,,closed,2026-04-25,,False,,Little-Stevens,Stephanie Marshall,stephanie.marshall@yahoo.com,+1-982-317-5946x47436,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-10-06,1.0,1.0,0.0,0.0,0.0,0.0,1,,0,1,5
D0173,C0214,U014,70700.51,Prospecting,won,2026-08-04,,False,,Mitchell Inc,Emily Hayes,emily.hayes@hotmail.com,+1-849-629-9556x20533,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,,3.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,8
D0174,C0378,U011,39845.31,Qualified,open,2026-05-10,,False,,"Jones, Williams And Rodriguez",Brandon Guerrero,brandon.guerrero@hotmail.com,254-391-8017x226,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,4,2026-10-07,1.0,1.0,1.0,1.0,0.0,0.0,0,,0,0,8
D0175,C0126,U009,35537.34,Prospecting,won,,,False,,Taylor Llc,Charles Jackson,,,missing,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,2026-05-07,0.0,1.0,1.0,1.0,1.0,0.0,1,2025-11-04,1,0,9
D0176,C0340,U002,55058.8,,open,,,False,,"Marsh, Nelson And Wolfe",Joseph Bell,joseph.bell@gmail.com,3285457652,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,0,,0,0,0
D0177,C0428,U002,25701.36,Closed Won,closed,,,False,,"Hunt, Juarez And Hernandez",Darrell Curry,darrell.currygmail.com,538.998.7751x5366,malformed,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,4,2026-03-04,1.0,0.0,1.0,1.0,1.0,0.0,1,,0,1,9
D0178,C0193,U007,14553.0,Prospecting,,,,False,,"Holland, Murphy And Kline",Debra Quinn,,(352)416-6746x762,missing,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2026-03-06,1.0,0.0,1.0,0.0,0.0,0.0,2,2026-07-13,0,2,6
D0179,C0320,U003,47719.27,Negotiation,lost,2026-01-10,,False,,"Riley, Barnes And Burgess",Crystal Rodriguez,crystal.rodriguez@gmail.com,936-236-3179,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-06-02,2.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,4
D0180,C0271,U009,63982.76,Prospecting,won,,2025-12-26,False,,Maxwell Inc,Alexander Odom,alexander.odomgmail.com,+1-949-499-3933x051,malformed,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,1.0,1.0,0.0,0.0,1,,1,0,5
D0181,C0071,U003,71201.0,Qualified,won,,2026-04-13,False,,Hardin-Hughes,Meghan Williams,meghan.williams@hotmail.com,+1-451-751-8644x9251,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0182,C0232,U011,25769.5,,open,,,False,,"Webb, Sanchez And Morgan",Melanie Mosley,melanie.mosley@gmail.com,614.516.3356x5880,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-06-18,0.0,1.0,1.0,0.0,0.0,0.0,1,2026-03-02,1,0,5
D0183,C0167,U006,25308.95,Qualified,won,,2025-12-31,False,,"Miller, Reed And Flores",Tracey Underwood,tracey.underwood@hotmail.com,+1-857-904-3315x4100,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,2026-04-13,0.0,0.0,0.0,1.0,0.0,1.0,2,2025-10-12,1,1,6
D0184,C0333,U005,81548.0,Qualified,lost,2026-06-17,,False,,Cordova Plc,Erin Thornton,erin.thornton@yahoo.com,292-897-5170x2814,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,2026-03-29,0,0,3
D0185,C0139,U014,62703.23,Closed Won,open,,,False,,Gonzales Inc,Cynthia Cochran,cynthia.cochran@hotmail.com,001-659-462-9233x095,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,,1.0,0.0,1.0,1.0,1.0,0.0,2,,1,1,10
D0186,C0278,U002,71789.72,Qualified,open,,,False,,Dean Llc,Jonathan Jimenez,jonathan.jimenez@gmail.com,+1-273-539-7767x199,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0187,C0371,U011,75990.78,Prospecting,open,,,False,,Austin-Juarez,Erik Stafford,,472-987-0320x32074,missing,Monica Herrera,monica.herreragmail.com,rep,malformed,4,2026-06-09,2.0,0.0,1.0,0.0,0.0,1.0,1,2025-11-12,0,1,9
D0188,C0389,U010,47558.1,Proposal Sent,open,2026-01-02,,False,,Wagner-Miller,Paul Ward,paul.ward@hotmail.com,928.763.2666,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,,0.0,0.0,0.0,2.0,1.0,0.0,2,2026-06-05,0,1,8
D0189,C0074,U006,,Closed Won,won,,,False,,Martin Ltd,Rhonda Martin,rhonda.martin@yahoo.com,5656379473,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,,0.0,1.0,0.0,1.0,0.0,0.0,1,2025-12-12,0,0,5
